"","cluster","effect","y","treated"
"399",0,0.209768812216276,0,1
"400",0,-0.0210128611773656,0,1
"401",0,0.112276975559964,0,1
"402",0,-0.0187929246014393,0,1
"403",0,0.140949514701057,0,0
"404",0,0.223355816640534,0,1
"405",0,-0.00757527961763624,0,1
"406",0,-0.017986161598557,0,1
"407",0,0.0663300033690323,0,0
"408",0,-0.00591172651295676,0,0
"409",0,-0.00462910826867745,0,0
"410",0,-0.0253950891918497,0,1
"411",0,-0.0184902896713665,0,0
"412",0,0.206243250954011,0,1
"413",0,-0.00462153986934719,0,0
"414",0,-0.0148932297171337,0,0
"415",0,0.0799006488074133,0,0
"416",0,-0.0185834446585526,0,1
"417",0,-0.0287563620297862,0,0
"418",0,-0.0153105951447007,0,0
"419",0,-0.0105454439027849,0,0
"420",0,-0.0209825705795568,0,0
"421",0,0.00575703772312549,0,1
"422",0,0.179804423878467,0,0
"423",0,-0.00606660429508505,0,1
"424",0,-0.105068913837305,0,1
"425",0,-0.00805356231995582,0,1
"426",0,-0.0200832341447628,0,0
"427",0,-0.02149619471469,0,1
"428",0,0.221483001368384,0,1
"429",0,-0.00851972664141695,0,0
"430",0,0.305275351902707,0,0
"431",0,0.142983688404323,0,0
"432",0,-0.0133731928174237,0,0
"433",0,-0.039231385323831,0,0
"434",0,0.0112774849782413,1,0
"435",0,-0.0106224186016103,0,1
"436",0,-0.00393715588470716,0,0
"437",0,-0.0285507462211224,0,1
"438",0,0.264776213545826,0,1
"439",0,0.193000987344073,0,0
"440",0,-0.00105517208120269,0,1
"441",0,-0.00831910375962046,0,0
"442",0,-0.00560977940150891,0,1
"443",0,0.203692251385476,0,1
"444",0,0.205322263073702,0,0
"445",0,0.0012161332022274,0,1
"446",0,-0.0226226752909775,0,0
"447",0,0.153487962457063,0,0
"448",0,0.190081937703817,0,1
"449",0,0.0958831419093277,0,0
"450",0,-0.0196345633361494,0,1
"451",0,0.110037338657354,0,0
"452",0,-0.00401271833348266,0,1
"453",0,-0.00161009427551533,0,0
"454",0,-0.0123590284517363,0,1
"455",0,0.119659031470811,0,1
"456",0,0.201112252365787,0,1
"457",0,-0.00895703602372193,0,1
"458",0,0.104195046726759,0,1
"459",0,-0.0064399527598899,0,1
"460",0,0.00555728293810212,0,0
"461",0,0.213137543324527,0,1
"462",0,-0.0114378377703512,0,1
"463",0,-0.0216852008477124,0,1
"464",0,-0.0147004888208783,0,0
"465",0,0.18572827873958,0,1
"466",0,0.00755745820101479,0,1
"467",0,0.175965020963597,0,0
"468",0,-0.0218884662862362,0,0
"469",0,0.152552390620429,0,1
"470",0,0.127358282063435,0,0
"471",0,0.00766656802172297,0,0
"472",0,0.19041976993575,0,1
"473",0,-0.0288328503525601,0,1
"474",0,-0.0266671376240436,0,1
"475",0,-0.0162310164778866,0,1
"476",0,-0.0158396852149053,0,1
"477",0,0.00114482318717556,0,1
"478",0,0.0519058628102839,0,0
"479",0,0.148486673257039,0,1
"480",0,-0.0312917108917415,0,1
"481",0,-0.00203300638690349,0,0
"482",0,-0.0135551219300234,0,0
"483",0,-0.0336522071037022,0,0
"484",0,0.011994063990962,0,1
"485",0,0.226227428246669,0,1
"486",0,-0.0166375033483147,0,0
"487",0,0.22998887856747,0,0
"488",0,-0.0035065573326794,0,1
"489",0,0.344048898588868,0,0
"490",0,-0.015301018111512,0,0
"491",0,-0.00903492835260422,0,0
"492",0,-0.00649309514585428,0,1
"493",0,0.00312959784370598,0,0
"494",0,-0.0129472147470711,0,1
"495",0,0.0334760299205651,0,0
"496",0,0.00443660985766692,0,0
"497",0,-0.0136114371536491,1,0
"498",0,-0.00216358854635194,0,0
"499",0,-0.00930596260202516,0,1
"500",0,-0.0750989270070903,0,0
"501",0,-0.0109735226829266,0,0
"502",0,0.194388041166924,0,0
"503",0,-0.0212176763991944,0,1
"504",0,-0.0109577435911521,0,1
"505",0,-0.00368353271575659,0,1
"506",0,-0.000997745023054763,0,0
"507",0,-0.014212665035687,0,0
"508",0,0.000494847695566202,0,0
"509",0,-0.0339833971993534,0,0
"510",0,-0.0211140087909762,0,1
"511",0,-0.00950578053993035,0,0
"512",0,0.285809065013258,0,0
"513",0,0.0174223548410402,0,0
"514",0,0.0587626929953826,0,0
"515",0,-0.00845642626708689,0,0
"516",0,-0.00600989027437179,0,1
"517",0,-0.034462580430815,0,1
"518",0,-0.00625692694626013,0,1
"519",0,-0.00703320438274339,0,1
"520",0,-0.015313589076701,0,1
"521",0,0.0180272043771164,0,1
"522",0,0.196595947034463,0,1
"523",0,0.167774740832526,0,1
"524",0,-0.0160495441506955,0,0
"525",0,-0.00823839889341952,0,1
"526",0,0.178092918839868,0,1
"527",0,-0.00847695923273381,0,0
"528",0,-0.0101634856213177,0,1
"529",0,-0.0144828519130076,0,1
"530",0,-0.0157284349217297,0,1
"531",0,-0.011714645682209,0,1
"532",0,0.00451966761063278,0,0
"533",0,-0.0222591594473713,0,1
"534",0,0.0539193357941777,0,1
"535",0,-0.00793627864311545,0,0
"536",0,-0.016428347041574,0,1
"537",0,-0.0147407177624573,0,1
"538",0,-0.000825608100108237,0,0
"539",0,-0.0164093452933334,0,1
"540",0,-0.00570675122012943,0,1
"541",0,-0.0245877053930934,0,1
"542",0,-0.0152141166510762,0,1
"543",0,-0.0128675987842513,0,1
"544",0,-0.00288532820735136,0,0
"545",0,-4.41599107556467e-05,0,0
"546",0,-0.0158561392021655,0,0
"547",0,-0.00154174158771448,0,1
"548",0,-0.0140562809475814,0,0
"549",0,-0.00856555534296404,0,1
"550",0,-0.00652559265850918,0,1
"551",0,-0.00201883766359835,0,0
"552",0,0.146183142037381,0,0
"553",0,-0.00353898708002056,0,1
"554",0,-0.00234066891079614,0,1
"555",0,-0.0374520107215165,0,0
"556",0,0.196439465582589,0,0
"557",0,-0.00518570870425613,0,0
"558",0,-0.0124087094166725,0,0
"559",0,-0.000137284106757187,0,0
"560",0,0.198515988793043,0,1
"561",0,-0.0661359039001129,0,0
"562",0,0.0989806881366847,0,0
"563",0,-0.0174934127367065,0,1
"564",0,0.0237486769385263,0,1
"565",0,0.00141936110947182,0,0
"566",0,-0.0634968388467474,0,0
"567",0,0.0109856723177916,0,0
"568",0,0.0924453441163962,0,1
"569",0,-0.0189098250566702,0,0
"570",0,0.236009630755021,0,1
"571",0,-0.00828414039656195,0,1
"572",0,-0.00156185532224551,0,1
"573",0,0.163487116450994,0,0
"574",0,-0.0157673217858723,0,1
"575",0,-0.0287868720798991,0,0
"576",0,-0.0284380446243977,0,0
"577",0,0.126557667962996,0,1
"578",0,-0.00977615353548049,0,0
"579",0,0.102258587184516,0,0
"580",0,0.223373375195155,0,0
"581",0,-0.00348305465354064,0,0
"582",0,0.0799793111314025,0,0
"583",0,-0.0132308326551487,0,1
"584",0,-0.0119256375556401,0,1
"585",0,0.343491310061324,0,1
"586",0,0.294174475643291,0,1
"587",0,-0.0109010735534521,0,0
"588",0,-0.00178082550012974,0,0
"589",0,0.0369942407002534,0,0
"590",0,0.245452373509089,0,0
"591",0,-0.0102417507513904,0,0
"592",0,0.118549991164506,0,1
"593",0,-0.0131326993015737,0,0
"594",0,0.0906069551410482,0,1
"595",0,-0.00197215372171294,0,0
"596",0,-0.00665512323809388,0,0
"597",0,-0.0509113885110498,0,1
"598",0,-0.0254565489136326,0,0
"599",0,-0.0293974871105389,0,0
"600",0,-0.00483849068295368,0,1
"601",0,0.215672041912769,0,1
"602",0,0.00577036031389686,0,1
"603",0,0.152733239498688,0,1
"604",0,0.257721944169894,1,0
"605",0,-0.0108326225145645,0,1
"606",0,0.00813534336225826,0,1
"607",0,0.196554796143818,0,1
"608",0,-0.00375618452046766,0,1
"609",0,0.00156902163947381,0,0
"610",0,0.000875171737255127,0,0
"611",0,-0.00536502708277985,0,0
"612",0,-0.0277496662985525,0,1
"613",0,0.222906924807559,1,0
"614",0,0.0883074740279653,0,1
"615",0,-0.00678512151454761,0,0
"616",0,0.00746452506588218,0,1
"617",0,0.254325394030284,0,0
"618",0,-0.0215711760535624,0,1
"619",0,0.00465312771893377,0,0
"620",0,-0.012037997605396,0,1
"621",0,0.11370768988716,0,0
"622",0,-0.0220125510310591,0,1
"623",0,0.200581779223441,0,0
"624",0,-0.00507173146148532,0,0
"625",0,0.354897218162738,0,1
"626",0,0.130142039893494,0,0
"627",0,0.0124933813291051,0,1
"628",0,-0.0770011938343673,0,1
"629",0,-0.00406231623979305,0,0
"630",0,-0.0160358755638375,0,1
"631",0,0.00615215206292005,0,1
"632",0,0.20196913695966,0,0
"633",0,-0.00363496572121125,0,0
"634",0,-0.0139700821424085,0,0
"635",0,0.0506055729193277,0,0
"636",0,0.0689110276313906,0,0
"637",0,-0.00490321405816301,0,1
"638",0,0.162499271334888,0,1
"639",0,0.0841297870399322,0,1
"640",0,0.174900573579153,0,0
"641",0,-0.0230768224883413,0,1
"642",0,0.149912170968758,0,0
"643",0,-0.0132181840172355,0,1
"644",0,-0.0298174214106197,0,0
"645",0,-0.0166813703706387,0,0
"646",0,0.0769298597939549,0,1
"647",0,0.00170890699745524,0,1
"648",0,-0.0198282991672992,0,0
"649",0,-0.00731493874620913,0,1
"650",0,0.143819278695056,0,0
"651",0,0.107917565987432,0,1
"652",0,-0.0523342207210926,0,0
"653",0,-0.0537399619238288,0,0
"654",0,0.0110534405626858,0,0
"655",0,-0.000338562883914486,0,1
"656",0,-0.00233150721464848,0,1
"657",0,0.165119590642103,1,0
"658",0,-0.0100373976884777,0,1
"659",0,-0.0183114269569475,0,1
"660",0,0.148916013121638,0,0
"661",0,0.101446582611773,0,0
"662",0,0.0317641217977749,0,1
"663",0,0.19241306237059,0,0
"664",0,-0.0211721926802426,0,1
"665",0,-0.016080657323233,0,0
"666",0,-0.0114714967641101,0,0
"667",0,0.209404784173325,0,0
"668",0,-0.0164567407340509,0,0
"669",0,-0.012315853356489,0,1
"670",0,-0.0247962305561751,0,0
"671",0,-0.0378768344600744,0,0
"672",0,-0.0206526014777576,0,1
"673",0,0.145553525690944,0,0
"674",0,0.209518036786661,0,1
"675",0,-0.00195300714854895,0,1
"676",0,-0.00317152048549981,0,0
"677",0,0.197617179732174,0,1
"678",0,0.00527920835006107,0,0
"679",0,0.0955373469971505,0,1
"680",0,-0.00961372141689569,0,1
"681",0,-0.000992624584007767,0,0
"682",0,0.0011384153208795,0,1
"683",0,-0.0119584781154117,0,1
"684",0,-0.0256083293746154,0,1
"685",0,0.296424581766425,0,1
"686",0,0.00913858726698727,0,1
"687",0,0.00209196131883034,0,0
"688",0,0.173885571942786,0,0
"689",0,-0.0203240410279525,0,0
"690",0,0.0135122812413671,0,0
"691",0,-0.0163031526671541,0,1
"692",0,-0.0165759859757624,0,1
"693",0,0.179349520000974,0,0
"694",0,0.15942320155454,0,1
"695",0,0.00713530278081187,0,0
"696",0,0.204126864416047,0,0
"697",0,-0.0167448799248274,0,0
"698",0,-0.00815685124468426,0,1
"699",0,0.178627291981639,0,0
"700",0,0.00396944613216289,0,1
"701",0,-0.0172886635845809,0,1
"702",0,-0.0121682254701184,0,1
"703",0,-0.0109531635164435,0,0
"704",0,-0.000906590906863421,0,1
"705",0,-0.0054767978541808,0,0
"706",0,0.0812858596260332,0,1
"707",0,0.26731654585571,0,1
"708",0,-0.0214308049307779,0,0
"709",0,-0.0223855826316815,0,0
"710",0,0.214010633961687,0,1
"711",0,0.00695473089320627,0,1
"712",0,0.279948711528757,0,0
"713",0,-0.0281523045643006,0,1
"714",0,0.00789179830754252,0,1
"715",0,-0.0114086779224098,0,0
"716",0,0.205053979315546,0,1
"717",0,-0.0474707457541369,0,1
"718",0,-0.00320292133588703,0,1
"719",0,0.1662789657063,0,1
"720",0,-0.00739911295860751,0,0
"721",0,-0.00890505009470718,0,0
"722",0,-0.00215191673571578,0,1
"723",0,0.000150854978626275,0,0
"724",0,-0.0148255325730173,0,1
"725",0,-0.0118839854904189,0,1
"726",0,-0.0118958853915858,0,0
"727",0,0.00503519394736339,0,1
"728",0,0.220381391886968,0,1
"729",0,0.00208289869021653,0,1
"730",0,0.0277756205419393,0,1
"731",0,0.189259531440368,0,0
"732",0,0.0200271623002828,0,0
"733",0,-0.0187621144579427,0,1
"734",0,0.148489659738464,0,0
"735",0,-0.0191793282490585,0,0
"736",0,0.00360443895366914,0,1
"737",0,0.124323960266932,0,0
"738",0,0.193510800155675,0,1
"739",0,0.14103820319304,0,0
"740",0,0.0717873924905169,0,0
"741",0,0.00543832282090341,0,0
"742",0,-0.0058279286032189,0,0
"743",0,0.00250443501104871,0,0
"744",0,-0.0122770681504366,0,0
"745",0,-0.0136373784933623,0,0
"746",0,-0.0187521854010514,0,1
"747",0,-0.00689997240342256,0,0
"748",0,-0.00524595701041349,0,1
"749",0,-0.0338457318901371,0,0
"750",0,-0.0030788071829183,0,1
"751",0,-0.0159353489289958,0,1
"752",0,-0.0115094679209946,0,1
"753",0,0.18241018854485,0,0
"754",0,0.11686019191489,0,1
"755",0,-0.00967588515099133,0,0
"756",0,0.186990316989021,0,1
"757",0,0.00380615316539655,0,0
"758",0,-0.00123861417204035,0,0
"759",0,-0.00955185702447467,0,1
"760",0,0.206300118719156,0,1
"761",0,0.00365238981501169,0,0
"762",0,-0.0233889672162105,0,0
"763",0,-0.0179137016232757,0,1
